dataset,version,file_id,relative_path,bytes,restricted,content_type,source_url
SparrKULee,3.1,37926,sub-014/ses-shortstories01/eeg/sub-014_ses-shortstories01_task-listeningActive_run-04_eeg.bdf.gz,124282341,False,application/gzip,https://rdr.kuleuven.be/api/access/datafile/37926
SparrKULee,3.1,137021,sub-014/ses-shortstories01/eeg/sub-014_ses-shortstories01_task-listeningActive_run-04_events.tsv,189,False,text/tsv,https://rdr.kuleuven.be/api/access/datafile/137021
SparrKULee,3.1,38399,sub-014/ses-shortstories01/eeg/sub-014_ses-shortstories01_task-listeningActive_run-04_stimulation.tsv,103,False,text/tsv,https://rdr.kuleuven.be/api/access/datafile/38399
SparrKULee,3.1,136725,derivatives/preprocessed_eeg/sub-014/ses-shortstories01/sub-014_ses-shortstories01_task-listeningActive_run-05_desc-preproc-audio-audiobook_2_2_eeg.npy,25985152,False,text/plain,https://rdr.kuleuven.be/api/access/datafile/136725
SparrKULee,3.1,37958,sub-014/ses-shortstories01/eeg/sub-014_ses-shortstories01_task-listeningActive_run-05_eeg.apr,3188,False,application/vnd.lotus-approach,https://rdr.kuleuven.be/api/access/datafile/37958
SparrKULee,3.1,38065,sub-014/ses-shortstories01/eeg/sub-014_ses-shortstories01_task-listeningActive_run-05_eeg.bdf.gz,125032303,False,application/gzip,https://rdr.kuleuven.be/api/access/datafile/38065
SparrKULee,3.1,137022,sub-014/ses-shortstories01/eeg/sub-014_ses-shortstories01_task-listeningActive_run-05_events.tsv,189,False,text/tsv,https://rdr.kuleuven.be/api/access/datafile/137022
SparrKULee,3.1,37979,sub-014/ses-shortstories01/eeg/sub-014_ses-shortstories01_task-listeningActive_run-05_stimulation.tsv,103,False,text/tsv,https://rdr.kuleuven.be/api/access/datafile/37979
SparrKULee,3.1,136719,derivatives/preprocessed_eeg/sub-014/ses-shortstories01/sub-014_ses-shortstories01_task-listeningActive_run-06_desc-preproc-audio-audiobook_5_1_eeg.npy,29786240,False,text/plain,https://rdr.kuleuven.be/api/access/datafile/136719
SparrKULee,3.1,38301,sub-014/ses-shortstories01/eeg/sub-014_ses-shortstories01_task-listeningActive_run-06_eeg.apr,3181,False,application/vnd.lotus-approach,https://rdr.kuleuven.be/api/access/datafile/38301
SparrKULee,3.1,38138,sub-014/ses-shortstories01/eeg/sub-014_ses-shortstories01_task-listeningActive_run-06_eeg.bdf.gz,142458038,False,application/gzip,https://rdr.kuleuven.be/api/access/datafile/38138
SparrKULee,3.1,137017,sub-014/ses-shortstories01/eeg/sub-014_ses-shortstories01_task-listeningActive_run-06_events.tsv,189,False,text/tsv,https://rdr.kuleuven.be/api/access/datafile/137017
SparrKULee,3.1,37934,sub-014/ses-shortstories01/eeg/sub-014_ses-shortstories01_task-listeningActive_run-06_stimulation.tsv,103,False,text/tsv,https://rdr.kuleuven.be/api/access/datafile/37934
SparrKULee,3.1,136720,derivatives/preprocessed_eeg/sub-014/ses-shortstories01/sub-014_ses-shortstories01_task-listeningActive_run-07_desc-preproc-audio-audiobook_5_2_eeg.npy,29884544,False,text/plain,https://rdr.kuleuven.be/api/access/datafile/136720
SparrKULee,3.1,38032,sub-014/ses-shortstories01/eeg/sub-014_ses-shortstories01_task-listeningActive_run-07_eeg.apr,3176,False,application/vnd.lotus-approach,https://rdr.kuleuven.be/api/access/datafile/38032
SparrKULee,3.1,38292,sub-014/ses-shortstories01/eeg/sub-014_ses-shortstories01_task-listeningActive_run-07_eeg.bdf.gz,141278559,False,application/gzip,https://rdr.kuleuven.be/api/access/datafile/38292
SparrKULee,3.1,137011,sub-014/ses-shortstories01/eeg/sub-014_ses-shortstories01_task-listeningActive_run-07_events.tsv,189,False,text/tsv,https://rdr.kuleuven.be/api/access/datafile/137011
SparrKULee,3.1,38290,sub-014/ses-shortstories01/eeg/sub-014_ses-shortstories01_task-listeningActive_run-07_stimulation.tsv,103,False,text/tsv,https://rdr.kuleuven.be/api/access/datafile/38290
SparrKULee,3.1,136728,derivatives/preprocessed_eeg/sub-014/ses-shortstories01/sub-014_ses-shortstories01_task-listeningActive_run-08_desc-preproc-audio-audiobook_5_3_eeg.npy,31293568,False,text/plain,https://rdr.kuleuven.be/api/access/datafile/136728
SparrKULee,3.1,37965,sub-014/ses-shortstories01/eeg/sub-014_ses-shortstories01_task-listeningActive_run-08_eeg.apr,3192,False,application/vnd.lotus-approach,https://rdr.kuleuven.be/api/access/datafile/37965
SparrKULee,3.1,38253,sub-014/ses-shortstories01/eeg/sub-014_ses-shortstories01_task-listeningActive_run-08_eeg.bdf.gz,146392762,False,application/gzip,https://rdr.kuleuven.be/api/access/datafile/38253
SparrKULee,3.1,137012,sub-014/ses-shortstories01/eeg/sub-014_ses-shortstories01_task-listeningActive_run-08_events.tsv,189,False,text/tsv,https://rdr.kuleuven.be/api/access/datafile/137012
SparrKULee,3.1,38326,sub-014/ses-shortstories01/eeg/sub-014_ses-shortstories01_task-listeningActive_run-08_stimulation.tsv,103,False,text/tsv,https://rdr.kuleuven.be/api/access/datafile/38326
SparrKULee,3.1,136724,derivatives/preprocessed_eeg/sub-014/ses-shortstories01/sub-014_ses-shortstories01_task-listeningActive_run-09_desc-preproc-audio-audiobook_3_eeg.npy,31575680,False,text/plain,https://rdr.kuleuven.be/api/access/datafile/136724
SparrKULee,3.1,38354,sub-014/ses-shortstories01/eeg/sub-014_ses-shortstories01_task-listeningActive_run-09_eeg.apr,3173,False,application/vnd.lotus-approach,https://rdr.kuleuven.be/api/access/datafile/38354
SparrKULee,3.1,38143,sub-014/ses-shortstories01/eeg/sub-014_ses-shortstories01_task-listeningActive_run-09_eeg.bdf.gz,148013530,False,application/gzip,https://rdr.kuleuven.be/api/access/datafile/38143
SparrKULee,3.1,137019,sub-014/ses-shortstories01/eeg/sub-014_ses-shortstories01_task-listeningActive_run-09_events.tsv,184,False,text/tsv,https://rdr.kuleuven.be/api/access/datafile/137019
SparrKULee,3.1,38273,sub-014/ses-shortstories01/eeg/sub-014_ses-shortstories01_task-listeningActive_run-09_stimulation.tsv,101,False,text/tsv,https://rdr.kuleuven.be/api/access/datafile/38273
SparrKULee,3.1,136726,derivatives/preprocessed_eeg/sub-014/ses-shortstories01/sub-014_ses-shortstories01_task-listeningActive_run-10_desc-preproc-audio-audiobook_6_1_eeg.npy,27361408,False,text/plain,https://rdr.kuleuven.be/api/access/datafile/136726
SparrKULee,3.1,38276,sub-014/ses-shortstories01/eeg/sub-014_ses-shortstories01_task-listeningActive_run-10_eeg.apr,3174,False,application/vnd.lotus-approach,https://rdr.kuleuven.be/api/access/datafile/38276
SparrKULee,3.1,38284,sub-014/ses-shortstories01/eeg/sub-014_ses-shortstories01_task-listeningActive_run-10_eeg.bdf.gz,128030329,False,application/gzip,https://rdr.kuleuven.be/api/access/datafile/38284
SparrKULee,3.1,137013,sub-014/ses-shortstories01/eeg/sub-014_ses-shortstories01_task-listeningActive_run-10_events.tsv,189,False,text/tsv,https://rdr.kuleuven.be/api/access/datafile/137013
SparrKULee,3.1,38368,sub-014/ses-shortstories01/eeg/sub-014_ses-shortstories01_task-listeningActive_run-10_stimulation.tsv,103,False,text/tsv,https://rdr.kuleuven.be/api/access/datafile/38368
SparrKULee,3.1,137175,derivatives/preprocessed_eeg/sub-014/ses-shortstories01/sub-014_ses-shortstories01_task-listeningActive_run-11_desc-preproc-audio-audiobook_6_2_eeg.npy,27361408,False,application/octet-stream,https://rdr.kuleuven.be/api/access/datafile/137175
SparrKULee,3.1,37944,sub-014/ses-shortstories01/eeg/sub-014_ses-shortstories01_task-listeningActive_run-11_eeg.apr,3173,False,application/vnd.lotus-approach,https://rdr.kuleuven.be/api/access/datafile/37944
SparrKULee,3.1,37917,sub-014/ses-shortstories01/eeg/sub-014_ses-shortstories01_task-listeningActive_run-11_eeg.bdf.gz,130318904,False,application/gzip,https://rdr.kuleuven.be/api/access/datafile/37917
SparrKULee,3.1,137015,sub-014/ses-shortstories01/eeg/sub-014_ses-shortstories01_task-listeningActive_run-11_events.tsv,190,False,text/tsv,https://rdr.kuleuven.be/api/access/datafile/137015
SparrKULee,3.1,38100,sub-014/ses-shortstories01/eeg/sub-014_ses-shortstories01_task-listeningActive_run-11_stimulation.tsv,103,False,text/tsv,https://rdr.kuleuven.be/api/access/datafile/38100
SparrKULee,3.1,38333,sub-014/ses-shortstories01/eeg/sub-014_ses-shortstories01_task-restingState_run-01_eeg.apr,2250,False,application/vnd.lotus-approach,https://rdr.kuleuven.be/api/access/datafile/38333
SparrKULee,3.1,38041,sub-014/ses-shortstories01/eeg/sub-014_ses-shortstories01_task-restingState_run-01_eeg.bdf.gz,21281897,False,application/gzip,https://rdr.kuleuven.be/api/access/datafile/38041
SparrKULee,3.1,137018,sub-014/ses-shortstories01/eeg/sub-014_ses-shortstories01_task-restingState_run-01_events.tsv,131,False,text/tsv,https://rdr.kuleuven.be/api/access/datafile/137018
SparrKULee,3.1,38240,sub-014/ses-shortstories01/eeg/sub-014_ses-shortstories01_task-restingState_run-01_stimulation.tsv,100,False,text/tsv,https://rdr.kuleuven.be/api/access/datafile/38240
SparrKULee,3.1,38088,sub-014/ses-shortstories01/eeg/sub-014_ses-shortstories01_task-restingState_run-02_eeg.apr,2248,False,application/vnd.lotus-approach,https://rdr.kuleuven.be/api/access/datafile/38088
SparrKULee,3.1,38297,sub-014/ses-shortstories01/eeg/sub-014_ses-shortstories01_task-restingState_run-02_eeg.bdf.gz,22409377,False,application/gzip,https://rdr.kuleuven.be/api/access/datafile/38297
SparrKULee,3.1,137014,sub-014/ses-shortstories01/eeg/sub-014_ses-shortstories01_task-restingState_run-02_events.tsv,131,False,text/tsv,https://rdr.kuleuven.be/api/access/datafile/137014
SparrKULee,3.1,37930,sub-014/ses-shortstories01/eeg/sub-014_ses-shortstories01_task-restingState_run-02_stimulation.tsv,99,False,text/tsv,https://rdr.kuleuven.be/api/access/datafile/37930
SparrKULee,3.1,37990,sub-015/ses-shortstories01/beh/sub-015_ses-shortstories01_task-audiogram_beh.tsv,356,False,text/tsv,https://rdr.kuleuven.be/api/access/datafile/37990
SparrKULee,3.1,37936,sub-015/ses-shortstories01/beh/sub-015_ses-shortstories01_task-listeningActive_run-01_beh.apr,16777,False,application/vnd.lotus-approach,https://rdr.kuleuven.be/api/access/datafile/37936
SparrKULee,3.1,136612,derivatives/preprocessed_eeg/sub-015/ses-shortstories01/sub-015_ses-shortstories01_task-listeningActive_run-01_desc-preproc-audio-audiobook_2_1_eeg.npy,25985152,False,text/plain,https://rdr.kuleuven.be/api/access/datafile/136612
SparrKULee,3.1,38105,sub-015/ses-shortstories01/eeg/sub-015_ses-shortstories01_task-listeningActive_run-01_eeg.apr,3176,False,application/vnd.lotus-approach,https://rdr.kuleuven.be/api/access/datafile/38105
SparrKULee,3.1,38152,sub-015/ses-shortstories01/eeg/sub-015_ses-shortstories01_task-listeningActive_run-01_eeg.bdf.gz,126295398,False,application/gzip,https://rdr.kuleuven.be/api/access/datafile/38152
SparrKULee,3.1,136892,sub-015/ses-shortstories01/eeg/sub-015_ses-shortstories01_task-listeningActive_run-01_events.tsv,189,False,text/tsv,https://rdr.kuleuven.be/api/access/datafile/136892
SparrKULee,3.1,38311,sub-015/ses-shortstories01/eeg/sub-015_ses-shortstories01_task-listeningActive_run-01_stimulation.tsv,103,False,text/tsv,https://rdr.kuleuven.be/api/access/datafile/38311
SparrKULee,3.1,38320,sub-015/ses-shortstories01/beh/sub-015_ses-shortstories01_task-listeningActive_run-02_beh.apr,16876,False,application/vnd.lotus-approach,https://rdr.kuleuven.be/api/access/datafile/38320
SparrKULee,3.1,136620,derivatives/preprocessed_eeg/sub-015/ses-shortstories01/sub-015_ses-shortstories01_task-listeningActive_run-02_desc-preproc-audio-audiobook_2_2_eeg.npy,25985152,False,text/plain,https://rdr.kuleuven.be/api/access/datafile/136620
SparrKULee,3.1,38345,sub-015/ses-shortstories01/eeg/sub-015_ses-shortstories01_task-listeningActive_run-02_eeg.apr,3182,False,application/vnd.lotus-approach,https://rdr.kuleuven.be/api/access/datafile/38345
SparrKULee,3.1,38255,sub-015/ses-shortstories01/eeg/sub-015_ses-shortstories01_task-listeningActive_run-02_eeg.bdf.gz,129293691,False,application/gzip,https://rdr.kuleuven.be/api/access/datafile/38255
SparrKULee,3.1,136896,sub-015/ses-shortstories01/eeg/sub-015_ses-shortstories01_task-listeningActive_run-02_events.tsv,189,False,text/tsv,https://rdr.kuleuven.be/api/access/datafile/136896
SparrKULee,3.1,38021,sub-015/ses-shortstories01/eeg/sub-015_ses-shortstories01_task-listeningActive_run-02_stimulation.tsv,103,False,text/tsv,https://rdr.kuleuven.be/api/access/datafile/38021
SparrKULee,3.1,38266,sub-015/ses-shortstories01/beh/sub-015_ses-shortstories01_task-listeningActive_run-03_beh.apr,16782,False,application/vnd.lotus-approach,https://rdr.kuleuven.be/api/access/datafile/38266
SparrKULee,3.1,136615,derivatives/preprocessed_eeg/sub-015/ses-shortstories01/sub-015_ses-shortstories01_task-listeningActive_run-03_desc-preproc-audio-audiobook_6_1_eeg.npy,27361408,False,text/plain,https://rdr.kuleuven.be/api/access/datafile/136615
SparrKULee,3.1,38120,sub-015/ses-shortstories01/eeg/sub-015_ses-shortstories01_task-listeningActive_run-03_eeg.apr,3174,False,application/vnd.lotus-approach,https://rdr.kuleuven.be/api/access/datafile/38120
SparrKULee,3.1,38160,sub-015/ses-shortstories01/eeg/sub-015_ses-shortstories01_task-listeningActive_run-03_eeg.bdf.gz,133077560,False,application/gzip,https://rdr.kuleuven.be/api/access/datafile/38160
SparrKULee,3.1,136895,sub-015/ses-shortstories01/eeg/sub-015_ses-shortstories01_task-listeningActive_run-03_events.tsv,189,False,text/tsv,https://rdr.kuleuven.be/api/access/datafile/136895
SparrKULee,3.1,37951,sub-015/ses-shortstories01/eeg/sub-015_ses-shortstories01_task-listeningActive_run-03_stimulation.tsv,103,False,text/tsv,https://rdr.kuleuven.be/api/access/datafile/37951
SparrKULee,3.1,136614,derivatives/preprocessed_eeg/sub-015/ses-shortstories01/sub-015_ses-shortstories01_task-listeningActive_run-04_desc-preproc-audio-audiobook_6_2_eeg.npy,27361408,False,text/plain,https://rdr.kuleuven.be/api/access/datafile/136614
SparrKULee,3.1,37922,sub-015/ses-shortstories01/eeg/sub-015_ses-shortstories01_task-listeningActive_run-04_eeg.apr,3208,False,application/vnd.lotus-approach,https://rdr.kuleuven.be/api/access/datafile/37922
SparrKULee,3.1,38262,sub-015/ses-shortstories01/eeg/sub-015_ses-shortstories01_task-listeningActive_run-04_eeg.bdf.gz,128722764,False,application/gzip,https://rdr.kuleuven.be/api/access/datafile/38262
SparrKULee,3.1,136888,sub-015/ses-shortstories01/eeg/sub-015_ses-shortstories01_task-listeningActive_run-04_events.tsv,189,False,text/tsv,https://rdr.kuleuven.be/api/access/datafile/136888
SparrKULee,3.1,38369,sub-015/ses-shortstories01/eeg/sub-015_ses-shortstories01_task-listeningActive_run-04_stimulation.tsv,103,False,text/tsv,https://rdr.kuleuven.be/api/access/datafile/38369
SparrKULee,3.1,136613,derivatives/preprocessed_eeg/sub-015/ses-shortstories01/sub-015_ses-shortstories01_task-listeningActive_run-05_desc-preproc-audio-audiobook_1_eeg.npy,30769280,False,text/plain,https://rdr.kuleuven.be/api/access/datafile/136613
SparrKULee,3.1,38302,sub-015/ses-shortstories01/eeg/sub-015_ses-shortstories01_task-listeningActive_run-05_eeg.apr,3168,False,application/vnd.lotus-approach,https://rdr.kuleuven.be/api/access/datafile/38302
SparrKULee,3.1,37913,sub-015/ses-shortstories01/eeg/sub-015_ses-shortstories01_task-listeningActive_run-05_eeg.bdf.gz,145336709,False,application/gzip,https://rdr.kuleuven.be/api/access/datafile/37913
SparrKULee,3.1,136889,sub-015/ses-shortstories01/eeg/sub-015_ses-shortstories01_task-listeningActive_run-05_events.tsv,183,False,text/tsv,https://rdr.kuleuven.be/api/access/datafile/136889
SparrKULee,3.1,37988,sub-015/ses-shortstories01/eeg/sub-015_ses-shortstories01_task-listeningActive_run-05_stimulation.tsv,101,False,text/tsv,https://rdr.kuleuven.be/api/access/datafile/37988
SparrKULee,3.1,136618,derivatives/preprocessed_eeg/sub-015/ses-shortstories01/sub-015_ses-shortstories01_task-listeningActive_run-06_desc-preproc-audio-audiobook_4_eeg.npy,26738816,False,text/plain,https://rdr.kuleuven.be/api/access/datafile/136618
SparrKULee,3.1,37933,sub-015/ses-shortstories01/eeg/sub-015_ses-shortstories01_task-listeningActive_run-06_eeg.apr,3160,False,application/vnd.lotus-approach,https://rdr.kuleuven.be/api/access/datafile/37933
SparrKULee,3.1,38023,sub-015/ses-shortstories01/eeg/sub-015_ses-shortstories01_task-listeningActive_run-06_eeg.bdf.gz,127489921,False,application/gzip,https://rdr.kuleuven.be/api/access/datafile/38023
SparrKULee,3.1,136891,sub-015/ses-shortstories01/eeg/sub-015_ses-shortstories01_task-listeningActive_run-06_events.tsv,183,False,text/tsv,https://rdr.kuleuven.be/api/access/datafile/136891
SparrKULee,3.1,38200,sub-015/ses-shortstories01/eeg/sub-015_ses-shortstories01_task-listeningActive_run-06_stimulation.tsv,101,False,text/tsv,https://rdr.kuleuven.be/api/access/datafile/38200
SparrKULee,3.1,136616,derivatives/preprocessed_eeg/sub-015/ses-shortstories01/sub-015_ses-shortstories01_task-listeningActive_run-07_desc-preproc-audio-audiobook_3_eeg.npy,31621248,False,text/plain,https://rdr.kuleuven.be/api/access/datafile/136616
SparrKULee,3.1,38059,sub-015/ses-shortstories01/eeg/sub-015_ses-shortstories01_task-listeningActive_run-07_eeg.apr,3188,False,application/vnd.lotus-approach,https://rdr.kuleuven.be/api/access/datafile/38059
SparrKULee,3.1,38177,sub-015/ses-shortstories01/eeg/sub-015_ses-shortstories01_task-listeningActive_run-07_eeg.bdf.gz,152044932,False,application/gzip,https://rdr.kuleuven.be/api/access/datafile/38177
SparrKULee,3.1,136899,sub-015/ses-shortstories01/eeg/sub-015_ses-shortstories01_task-listeningActive_run-07_events.tsv,183,False,text/tsv,https://rdr.kuleuven.be/api/access/datafile/136899
SparrKULee,3.1,37955,sub-015/ses-shortstories01/eeg/sub-015_ses-shortstories01_task-listeningActive_run-07_stimulation.tsv,101,False,text/tsv,https://rdr.kuleuven.be/api/access/datafile/37955
SparrKULee,3.1,136611,derivatives/preprocessed_eeg/sub-015/ses-shortstories01/sub-015_ses-shortstories01_task-listeningActive_run-08_desc-preproc-audio-audiobook_5_1_eeg.npy,29786240,False,text/plain,https://rdr.kuleuven.be/api/access/datafile/136611
SparrKULee,3.1,38321,sub-015/ses-shortstories01/eeg/sub-015_ses-shortstories01_task-listeningActive_run-08_eeg.apr,3192,False,application/vnd.lotus-approach,https://rdr.kuleuven.be/api/access/datafile/38321
SparrKULee,3.1,38279,sub-015/ses-shortstories01/eeg/sub-015_ses-shortstories01_task-listeningActive_run-08_eeg.bdf.gz,142349633,False,application/gzip,https://rdr.kuleuven.be/api/access/datafile/38279
SparrKULee,3.1,136890,sub-015/ses-shortstories01/eeg/sub-015_ses-shortstories01_task-listeningActive_run-08_events.tsv,189,False,text/tsv,https://rdr.kuleuven.be/api/access/datafile/136890
SparrKULee,3.1,38307,sub-015/ses-shortstories01/eeg/sub-015_ses-shortstories01_task-listeningActive_run-08_stimulation.tsv,103,False,text/tsv,https://rdr.kuleuven.be/api/access/datafile/38307
SparrKULee,3.1,136619,derivatives/preprocessed_eeg/sub-015/ses-shortstories01/sub-015_ses-shortstories01_task-listeningActive_run-09_desc-preproc-audio-audiobook_5_2_eeg.npy,29884544,False,text/plain,https://rdr.kuleuven.be/api/access/datafile/136619
SparrKULee,3.1,38004,sub-015/ses-shortstories01/eeg/sub-015_ses-shortstories01_task-listeningActive_run-09_eeg.apr,3205,False,application/vnd.lotus-approach,https://rdr.kuleuven.be/api/access/datafile/38004
SparrKULee,3.1,37916,sub-015/ses-shortstories01/eeg/sub-015_ses-shortstories01_task-listeningActive_run-09_eeg.bdf.gz,144222309,False,application/gzip,https://rdr.kuleuven.be/api/access/datafile/37916
SparrKULee,3.1,136898,sub-015/ses-shortstories01/eeg/sub-015_ses-shortstories01_task-listeningActive_run-09_events.tsv,190,False,text/tsv,https://rdr.kuleuven.be/api/access/datafile/136898
SparrKULee,3.1,38013,sub-015/ses-shortstories01/eeg/sub-015_ses-shortstories01_task-listeningActive_run-09_stimulation.tsv,103,False,text/tsv,https://rdr.kuleuven.be/api/access/datafile/38013
SparrKULee,3.1,136617,derivatives/preprocessed_eeg/sub-015/ses-shortstories01/sub-015_ses-shortstories01_task-listeningActive_run-10_desc-preproc-audio-audiobook_5_3_eeg.npy,31293568,False,text/plain,https://rdr.kuleuven.be/api/access/datafile/136617
SparrKULee,3.1,38005,sub-015/ses-shortstories01/eeg/sub-015_ses-shortstories01_task-listeningActive_run-10_eeg.apr,3200,False,application/vnd.lotus-approach,https://rdr.kuleuven.be/api/access/datafile/38005
SparrKULee,3.1,38027,sub-015/ses-shortstories01/eeg/sub-015_ses-shortstories01_task-listeningActive_run-10_eeg.bdf.gz,150505751,False,application/gzip,https://rdr.kuleuven.be/api/access/datafile/38027
SparrKULee,3.1,136894,sub-015/ses-shortstories01/eeg/sub-015_ses-shortstories01_task-listeningActive_run-10_events.tsv,189,False,text/tsv,https://rdr.kuleuven.be/api/access/datafile/136894
SparrKULee,3.1,38144,sub-015/ses-shortstories01/eeg/sub-015_ses-shortstories01_task-listeningActive_run-10_stimulation.tsv,103,False,text/tsv,https://rdr.kuleuven.be/api/access/datafile/38144
SparrKULee,3.1,38261,sub-015/ses-shortstories01/eeg/sub-015_ses-shortstories01_task-restingState_run-01_eeg.apr,2333,False,application/vnd.lotus-approach,https://rdr.kuleuven.be/api/access/datafile/38261
SparrKULee,3.1,38145,sub-015/ses-shortstories01/eeg/sub-015_ses-shortstories01_task-restingState_run-01_eeg.bdf.gz,22390877,False,application/gzip,https://rdr.kuleuven.be/api/access/datafile/38145
SparrKULee,3.1,136897,sub-015/ses-shortstories01/eeg/sub-015_ses-shortstories01_task-restingState_run-01_events.tsv,131,False,text/tsv,https://rdr.kuleuven.be/api/access/datafile/136897
SparrKULee,3.1,38227,sub-015/ses-shortstories01/eeg/sub-015_ses-shortstories01_task-restingState_run-01_stimulation.tsv,100,False,text/tsv,https://rdr.kuleuven.be/api/access/datafile/38227
SparrKULee,3.1,38180,sub-015/ses-shortstories01/eeg/sub-015_ses-shortstories01_task-restingState_run-02_eeg.apr,2249,False,application/vnd.lotus-approach,https://rdr.kuleuven.be/api/access/datafile/38180
SparrKULee,3.1,38184,sub-015/ses-shortstories01/eeg/sub-015_ses-shortstories01_task-restingState_run-02_eeg.bdf.gz,31968759,False,application/gzip,https://rdr.kuleuven.be/api/access/datafile/38184
SparrKULee,3.1,136893,sub-015/ses-shortstories01/eeg/sub-015_ses-shortstories01_task-restingState_run-02_events.tsv,131,False,text/tsv,https://rdr.kuleuven.be/api/access/datafile/136893
SparrKULee,3.1,38119,sub-015/ses-shortstories01/eeg/sub-015_ses-shortstories01_task-restingState_run-02_stimulation.tsv,99,False,text/tsv,https://rdr.kuleuven.be/api/access/datafile/38119
SparrKULee,3.1,38274,sub-016/ses-shortstories01/beh/sub-016_ses-shortstories01_task-audiogram_beh.tsv,358,False,text/tsv,https://rdr.kuleuven.be/api/access/datafile/38274
SparrKULee,3.1,38030,sub-016/ses-shortstories01/beh/sub-016_ses-shortstories01_task-listeningActive_run-01_beh.apr,17107,False,application/vnd.lotus-approach,https://rdr.kuleuven.be/api/access/datafile/38030
SparrKULee,3.1,136324,derivatives/preprocessed_eeg/sub-016/ses-shortstories01/sub-016_ses-shortstories01_task-listeningActive_run-01_desc-preproc-audio-audiobook_5_1_eeg.npy,29786240,False,text/plain,https://rdr.kuleuven.be/api/access/datafile/136324
SparrKULee,3.1,38364,sub-016/ses-shortstories01/eeg/sub-016_ses-shortstories01_task-listeningActive_run-01_eeg.apr,3195,False,application/vnd.lotus-approach,https://rdr.kuleuven.be/api/access/datafile/38364
SparrKULee,3.1,38405,sub-016/ses-shortstories01/eeg/sub-016_ses-shortstories01_task-listeningActive_run-01_eeg.bdf.gz,152718837,False,application/gzip,https://rdr.kuleuven.be/api/access/datafile/38405
SparrKULee,3.1,135850,sub-016/ses-shortstories01/eeg/sub-016_ses-shortstories01_task-listeningActive_run-01_events.tsv,190,False,text/tsv,https://rdr.kuleuven.be/api/access/datafile/135850
SparrKULee,3.1,38018,sub-016/ses-shortstories01/eeg/sub-016_ses-shortstories01_task-listeningActive_run-01_stimulation.tsv,103,False,text/tsv,https://rdr.kuleuven.be/api/access/datafile/38018
SparrKULee,3.1,37985,sub-016/ses-shortstories01/beh/sub-016_ses-shortstories01_task-listeningActive_run-02_beh.apr,17066,False,application/vnd.lotus-approach,https://rdr.kuleuven.be/api/access/datafile/37985
SparrKULee,3.1,136328,derivatives/preprocessed_eeg/sub-016/ses-shortstories01/sub-016_ses-shortstories01_task-listeningActive_run-02_desc-preproc-audio-audiobook_5_2_eeg.npy,29884544,False,text/plain,https://rdr.kuleuven.be/api/access/datafile/136328
SparrKULee,3.1,38248,sub-016/ses-shortstories01/eeg/sub-016_ses-shortstories01_task-listeningActive_run-02_eeg.apr,3178,False,application/vnd.lotus-approach,https://rdr.kuleuven.be/api/access/datafile/38248
SparrKULee,3.1,38392,sub-016/ses-shortstories01/eeg/sub-016_ses-shortstories01_task-listeningActive_run-02_eeg.bdf.gz,148632958,False,application/gzip,https://rdr.kuleuven.be/api/access/datafile/38392
SparrKULee,3.1,135858,sub-016/ses-shortstories01/eeg/sub-016_ses-shortstories01_task-listeningActive_run-02_events.tsv,189,False,text/tsv,https://rdr.kuleuven.be/api/access/datafile/135858
SparrKULee,3.1,38291,sub-016/ses-shortstories01/eeg/sub-016_ses-shortstories01_task-listeningActive_run-02_stimulation.tsv,103,False,text/tsv,https://rdr.kuleuven.be/api/access/datafile/38291
SparrKULee,3.1,38232,sub-016/ses-shortstories01/beh/sub-016_ses-shortstories01_task-listeningActive_run-03_beh.apr,16908,False,application/vnd.lotus-approach,https://rdr.kuleuven.be/api/access/datafile/38232
SparrKULee,3.1,136326,derivatives/preprocessed_eeg/sub-016/ses-shortstories01/sub-016_ses-shortstories01_task-listeningActive_run-03_desc-preproc-audio-audiobook_5_3_eeg.npy,31293568,False,text/plain,https://rdr.kuleuven.be/api/access/datafile/136326
SparrKULee,3.1,38275,sub-016/ses-shortstories01/eeg/sub-016_ses-shortstories01_task-listeningActive_run-03_eeg.apr,3190,False,application/vnd.lotus-approach,https://rdr.kuleuven.be/api/access/datafile/38275
SparrKULee,3.1,37970,sub-016/ses-shortstories01/eeg/sub-016_ses-shortstories01_task-listeningActive_run-03_eeg.bdf.gz,154992469,False,application/gzip,https://rdr.kuleuven.be/api/access/datafile/37970
SparrKULee,3.1,135861,sub-016/ses-shortstories01/eeg/sub-016_ses-shortstories01_task-listeningActive_run-03_events.tsv,189,False,text/tsv,https://rdr.kuleuven.be/api/access/datafile/135861
SparrKULee,3.1,38188,sub-016/ses-shortstories01/eeg/sub-016_ses-shortstories01_task-listeningActive_run-03_stimulation.tsv,103,False,text/tsv,https://rdr.kuleuven.be/api/access/datafile/38188
SparrKULee,3.1,136325,derivatives/preprocessed_eeg/sub-016/ses-shortstories01/sub-016_ses-shortstories01_task-listeningActive_run-04_desc-preproc-audio-audiobook_3_eeg.npy,31621248,False,text/plain,https://rdr.kuleuven.be/api/access/datafile/136325
SparrKULee,3.1,38355,sub-016/ses-shortstories01/eeg/sub-016_ses-shortstories01_task-listeningActive_run-04_eeg.apr,3246,False,application/vnd.lotus-approach,https://rdr.kuleuven.be/api/access/datafile/38355
