story,data_dict_path,envelope_path,source_aliases,status,error,in_save_metadata,corresponding_envelope_exists,exact_story_eeg_references,published_envelope_sr,envelope_samples,raw_trigger_sr,raw_stimulus_samples,trigger_count,first_trigger_s,last_trigger_s,envelope_matches_data_dict,publisher_steps
podcast_27,/home/fanyu/auditory_simulation_m6a/pub_01/s06/sparrkulee_v3.1/raw/derivatives/preprocessed_stimuli/podcast_27.data_dict,/home/fanyu/auditory_simulation_m6a/pub_01/s06/sparrkulee_v3.1/raw/derivatives/preprocessed_stimuli/podcast_27_envelope.npy,podcast_27.npz,PASS_STIMULUS_PROVENANCE,,True,True,5,64.0,55930,48000.0,41946941,875,0.0,873.8935833333334,True,LoadStimuli;GammatoneEnvelope;ResamplePoly
podcast_28,/home/fanyu/auditory_simulation_m6a/pub_01/s06/sparrkulee_v3.1/raw/derivatives/preprocessed_stimuli/podcast_28.data_dict,/home/fanyu/auditory_simulation_m6a/pub_01/s06/sparrkulee_v3.1/raw/derivatives/preprocessed_stimuli/podcast_28_envelope.npy,podcast_28.npz,PASS_STIMULUS_PROVENANCE,,True,True,9,64.0,51701,48000.0,38775467,809,0.0,807.8212083333333,True,LoadStimuli;GammatoneEnvelope;ResamplePoly
podcast_29,/home/fanyu/auditory_simulation_m6a/pub_01/s06/sparrkulee_v3.1/raw/derivatives/preprocessed_stimuli/podcast_29.data_dict,/home/fanyu/auditory_simulation_m6a/pub_01/s06/sparrkulee_v3.1/raw/derivatives/preprocessed_stimuli/podcast_29_envelope.npy,podcast_29.npz,PASS_STIMULUS_PROVENANCE,,True,True,9,64.0,57689,48000.0,43266021,903,0.0,901.3744166666667,True,LoadStimuli;GammatoneEnvelope;ResamplePoly
podcast_3,/home/fanyu/auditory_simulation_m6a/pub_01/s06/sparrkulee_v3.1/raw/derivatives/preprocessed_stimuli/podcast_3.data_dict,/home/fanyu/auditory_simulation_m6a/pub_01/s06/sparrkulee_v3.1/raw/derivatives/preprocessed_stimuli/podcast_3_envelope.npy,podcast_3.npz,PASS_STIMULUS_PROVENANCE,,True,True,5,64.0,46544,48000.0,34907952,729,0.0,727.2479791666667,True,LoadStimuli;GammatoneEnvelope;ResamplePoly
podcast_30,/home/fanyu/auditory_simulation_m6a/pub_01/s06/sparrkulee_v3.1/raw/derivatives/preprocessed_stimuli/podcast_30.data_dict,/home/fanyu/auditory_simulation_m6a/pub_01/s06/sparrkulee_v3.1/raw/derivatives/preprocessed_stimuli/podcast_30_envelope.npy,podcast_30.npz,PASS_STIMULUS_PROVENANCE,,True,True,9,64.0,62276,48000.0,46706661,975,0.0,973.0544166666666,True,LoadStimuli;GammatoneEnvelope;ResamplePoly
podcast_31,/home/fanyu/auditory_simulation_m6a/pub_01/s06/sparrkulee_v3.1/raw/derivatives/preprocessed_stimuli/podcast_31.data_dict,/home/fanyu/auditory_simulation_m6a/pub_01/s06/sparrkulee_v3.1/raw/derivatives/preprocessed_stimuli/podcast_31_envelope.npy,podcast_31.npz,PASS_STIMULUS_PROVENANCE,,True,True,9,64.0,56791,48000.0,42592828,889,0.0,887.3495625,True,LoadStimuli;GammatoneEnvelope;ResamplePoly
podcast_32,/home/fanyu/auditory_simulation_m6a/pub_01/s06/sparrkulee_v3.1/raw/derivatives/preprocessed_stimuli/podcast_32.data_dict,/home/fanyu/auditory_simulation_m6a/pub_01/s06/sparrkulee_v3.1/raw/derivatives/preprocessed_stimuli/podcast_32_envelope.npy,podcast_32.npz,PASS_STIMULUS_PROVENANCE,,True,True,6,64.0,60396,48000.0,45296745,945,0.0,943.6811666666666,True,LoadStimuli;GammatoneEnvelope;ResamplePoly
podcast_33,/home/fanyu/auditory_simulation_m6a/pub_01/s06/sparrkulee_v3.1/raw/derivatives/preprocessed_stimuli/podcast_33.data_dict,/home/fanyu/auditory_simulation_m6a/pub_01/s06/sparrkulee_v3.1/raw/derivatives/preprocessed_stimuli/podcast_33_envelope.npy,podcast_33.npz,PASS_STIMULUS_PROVENANCE,,True,True,6,64.0,45474,48000.0,34105344,712,0.0,710.5269791666667,True,LoadStimuli;GammatoneEnvelope;ResamplePoly
podcast_34,/home/fanyu/auditory_simulation_m6a/pub_01/s06/sparrkulee_v3.1/raw/derivatives/preprocessed_stimuli/podcast_34.data_dict,/home/fanyu/auditory_simulation_m6a/pub_01/s06/sparrkulee_v3.1/raw/derivatives/preprocessed_stimuli/podcast_34_envelope.npy,podcast_34.npz,PASS_STIMULUS_PROVENANCE,,True,True,7,64.0,61621,48000.0,46215168,964,0.0,962.8149791666667,True,LoadStimuli;GammatoneEnvelope;ResamplePoly
podcast_35-1,/home/fanyu/auditory_simulation_m6a/pub_01/s06/sparrkulee_v3.1/raw/derivatives/preprocessed_stimuli/podcast_35-1.data_dict,/home/fanyu/auditory_simulation_m6a/pub_01/s06/sparrkulee_v3.1/raw/derivatives/preprocessed_stimuli/podcast_35-1_envelope.npy,,HOLD,UnpicklingError: pickle data was truncated,False,False,0,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
podcast_35,/home/fanyu/auditory_simulation_m6a/pub_01/s06/sparrkulee_v3.1/raw/derivatives/preprocessed_stimuli/podcast_35.data_dict,/home/fanyu/auditory_simulation_m6a/pub_01/s06/sparrkulee_v3.1/raw/derivatives/preprocessed_stimuli/podcast_35_envelope.npy,podcast_35.npz,PASS_STIMULUS_PROVENANCE,,True,True,6,64.0,59915,48000.0,44936186,938,0.0,936.1695208333333,True,LoadStimuli;GammatoneEnvelope;ResamplePoly
podcast_36,/home/fanyu/auditory_simulation_m6a/pub_01/s06/sparrkulee_v3.1/raw/derivatives/preprocessed_stimuli/podcast_36.data_dict,/home/fanyu/auditory_simulation_m6a/pub_01/s06/sparrkulee_v3.1/raw/derivatives/preprocessed_stimuli/podcast_36_envelope.npy,podcast_36.npz,PASS_STIMULUS_PROVENANCE,,True,True,7,64.0,59111,48000.0,44333210,925,0.0,923.6075208333333,True,LoadStimuli;GammatoneEnvelope;ResamplePoly
podcast_37,/home/fanyu/auditory_simulation_m6a/pub_01/s06/sparrkulee_v3.1/raw/derivatives/preprocessed_stimuli/podcast_37.data_dict,/home/fanyu/auditory_simulation_m6a/pub_01/s06/sparrkulee_v3.1/raw/derivatives/preprocessed_stimuli/podcast_37_envelope.npy,podcast_37.npz,PASS_STIMULUS_PROVENANCE,,True,True,7,64.0,54690,48000.0,41017400,856,0.0,854.5281458333334,True,LoadStimuli;GammatoneEnvelope;ResamplePoly
podcast_4,/home/fanyu/auditory_simulation_m6a/pub_01/s06/sparrkulee_v3.1/raw/derivatives/preprocessed_stimuli/podcast_4.data_dict,/home/fanyu/auditory_simulation_m6a/pub_01/s06/sparrkulee_v3.1/raw/derivatives/preprocessed_stimuli/podcast_4_envelope.npy,podcast_4.npz,PASS_STIMULUS_PROVENANCE,,True,True,5,64.0,63205,48000.0,47403259,989,0.0,987.566875,True,LoadStimuli;GammatoneEnvelope;ResamplePoly
podcast_5,/home/fanyu/auditory_simulation_m6a/pub_01/s06/sparrkulee_v3.1/raw/derivatives/preprocessed_stimuli/podcast_5.data_dict,/home/fanyu/auditory_simulation_m6a/pub_01/s06/sparrkulee_v3.1/raw/derivatives/preprocessed_stimuli/podcast_5_envelope.npy,podcast_5.npz,PASS_STIMULUS_PROVENANCE,,True,True,5,64.0,63701,48000.0,47775522,997,0.0,995.3223541666666,True,LoadStimuli;GammatoneEnvelope;ResamplePoly
podcast_6,/home/fanyu/auditory_simulation_m6a/pub_01/s06/sparrkulee_v3.1/raw/derivatives/preprocessed_stimuli/podcast_6.data_dict,/home/fanyu/auditory_simulation_m6a/pub_01/s06/sparrkulee_v3.1/raw/derivatives/preprocessed_stimuli/podcast_6_envelope.npy,podcast_6.npz,PASS_STIMULUS_PROVENANCE,,True,True,5,64.0,54064,48000.0,40547328,846,0.0,844.7349791666667,True,LoadStimuli;GammatoneEnvelope;ResamplePoly
podcast_7,/home/fanyu/auditory_simulation_m6a/pub_01/s06/sparrkulee_v3.1/raw/derivatives/preprocessed_stimuli/podcast_7.data_dict,/home/fanyu/auditory_simulation_m6a/pub_01/s06/sparrkulee_v3.1/raw/derivatives/preprocessed_stimuli/podcast_7_envelope.npy,podcast_7.npz,PASS_STIMULUS_PROVENANCE,,True,True,5,64.0,63044,48000.0,47282330,987,0.0,985.0475208333334,True,LoadStimuli;GammatoneEnvelope;ResamplePoly
podcast_8,/home/fanyu/auditory_simulation_m6a/pub_01/s06/sparrkulee_v3.1/raw/derivatives/preprocessed_stimuli/podcast_8.data_dict,/home/fanyu/auditory_simulation_m6a/pub_01/s06/sparrkulee_v3.1/raw/derivatives/preprocessed_stimuli/podcast_8_envelope.npy,podcast_8.npz,PASS_STIMULUS_PROVENANCE,,True,True,5,64.0,64839,48000.0,48628716,1015,0.0,1013.0972291666667,True,LoadStimuli;GammatoneEnvelope;ResamplePoly
podcast_9,/home/fanyu/auditory_simulation_m6a/pub_01/s06/sparrkulee_v3.1/raw/derivatives/preprocessed_stimuli/podcast_9.data_dict,/home/fanyu/auditory_simulation_m6a/pub_01/s06/sparrkulee_v3.1/raw/derivatives/preprocessed_stimuli/podcast_9_envelope.npy,podcast_9.npz,PASS_STIMULUS_PROVENANCE,,True,True,6,64.0,76251,48000.0,57187962,1193,0.0,1191.4148541666666,True,LoadStimuli;GammatoneEnvelope;ResamplePoly
