segment_id,participant_id,session_id,recording_id,event_file,segment_index,stimulus_id,stimulus_role,speaker_id,language,language_source,block_id,analysis_eligible,exclusion_reason,event_count,event_onset_seconds,event_offset_seconds,audio_onset_seconds,audio_offset_seconds,event_template_alignment,alignment_offset_spread_seconds,template_end_seconds,audio_timeline_margin_seconds,audio_file,audio_source_status,audio_bytes,audio_modified_at_utc,audio_sample_rate_hz,audio_channels,audio_frames,audio_duration_seconds,sample_id,subject_id,start_sec,end_sec,split
sub-SD011_ses-01_task-PassiveListen__seg-060,sub-SD011,ses-01,sub-SD011_ses-01_task-PassiveListen,sub-SD011/ses-01/sub-SD011_ses-01_task-PassiveListen_events.tsv,60,s1203a-ex01,PASSAGE,s1203a,en,BLOCK_DIRECTORY_AND_EVENT_LEXICON,block-06,True,,373,2752.89941422,2786.46890222,2752.79941422,2786.8579176213607,PASS,4.547473508864641e-13,33.66948800000001,0.38901540136053825,stimuli/excerpts/Block 6/s1203a-ex01_normed.wav,BUNDLED_BLOCK_AUDIO,3004004,2023-08-18T13:24:05+00:00,44100,1,1501980,34.05850340136055,sub-SD011_ses-01_task-PassiveListen__seg-060,sub-SD011,2752.79941422,2786.8579176213607,train
sub-SD011_ses-01_task-PassiveListen__seg-063,sub-SD011,ses-01,sub-SD011_ses-01_task-PassiveListen,sub-SD011/ses-01/sub-SD011_ses-01_task-PassiveListen_events.tsv,63,s3003a-ex02,PASSAGE,s3003a,en,BLOCK_DIRECTORY_AND_EVENT_LEXICON,block-06,True,,504,2859.42988432,2903.79250832,2859.32988432,2903.9171405558277,PASS,4.547473508864641e-13,44.462624,0.12463223582766858,stimuli/excerpts/Block 6/s3003a-ex02_normed.wav,BUNDLED_BLOCK_AUDIO,3932640,2023-08-18T13:24:06+00:00,44100,1,1966298,44.58725623582767,sub-SD011_ses-01_task-PassiveListen__seg-063,sub-SD011,2859.32988432,2903.9171405558277,train
sub-SD012_ses-01_task-PassiveListen__seg-004,sub-SD012,ses-01,sub-SD012_ses-01_task-PassiveListen,sub-SD012/ses-01/sub-SD012_ses-01_task-PassiveListen_events.tsv,4,s1401a-ex01,PASSAGE,s1401a,en,BLOCK_DIRECTORY_AND_EVENT_LEXICON,block-01,True,,415,151.571103377,186.336854377,151.471103377,186.75523036112696,PASS,5.684341886080802e-14,34.86575099999998,0.41837598412700316,stimuli/excerpts/Block 1/s1401a-ex01_normed.wav,BUNDLED_BLOCK_AUDIO,3112104,2023-08-18T13:23:49+00:00,44100,1,1556030,35.284126984126985,sub-SD012_ses-01_task-PassiveListen__seg-004,sub-SD012,151.471103377,186.75523036112696,train
sub-SD012_ses-01_task-PassiveListen__seg-007,sub-SD012,ses-01,sub-SD012_ses-01_task-PassiveListen,sub-SD012/ses-01/sub-SD012_ses-01_task-PassiveListen_events.tsv,7,s3602b-ex01,PASSAGE,s3602b,en,BLOCK_DIRECTORY_AND_EVENT_LEXICON,block-01,True,,318,268.09408823,302.99994823,267.99408822999993,303.6024555769387,PASS,2.2737367544323206e-13,35.00586000000008,0.602507346938701,stimuli/excerpts/Block 1/s3602b-ex01_normed.wav,BUNDLED_BLOCK_AUDIO,3140702,2023-08-18T13:23:50+00:00,44100,1,1570329,35.60836734693878,sub-SD012_ses-01_task-PassiveListen__seg-007,sub-SD012,267.99408822999993,303.6024555769387,train
sub-SD012_ses-02_task-PassiveListen__seg-004,sub-SD012,ses-02,sub-SD012_ses-02_task-PassiveListen,sub-SD012/ses-02/sub-SD012_ses-02_task-PassiveListen_events.tsv,4,s4002b-ex01,PASSAGE,s4002b,en,BLOCK_DIRECTORY_AND_EVENT_LEXICON,block-01,True,,390,126.619807944,160.632454944,126.519807944,161.15130454263945,PASS,7.105427357601002e-14,34.112646999999996,0.5188495986394628,stimuli/excerpts/Block 1/s4002b-ex01_normed.wav,BUNDLED_BLOCK_AUDIO,3054542,2023-08-18T13:23:51+00:00,44100,1,1527249,34.63149659863946,sub-SD012_ses-02_task-PassiveListen__seg-004,sub-SD012,126.519807944,161.15130454263945,train
sub-SD012_ses-02_task-PassiveListen__seg-005,sub-SD012,ses-02,sub-SD012_ses-02_task-PassiveListen,sub-SD012/ses-02/sub-SD012_ses-02_task-PassiveListen_events.tsv,5,s1401a-ex01,PASSAGE,s1401a,en,BLOCK_DIRECTORY_AND_EVENT_LEXICON,block-01,True,,415,176.615371631,211.381122631,176.515371631,211.799498615127,PASS,2.842170943040401e-14,34.86575099999998,0.41837598412700316,stimuli/excerpts/Block 1/s1401a-ex01_normed.wav,BUNDLED_BLOCK_AUDIO,3112104,2023-08-18T13:23:49+00:00,44100,1,1556030,35.284126984126985,sub-SD012_ses-02_task-PassiveListen__seg-005,sub-SD012,176.515371631,211.799498615127,train
sub-SD012_ses-02_task-PassiveListen__seg-006,sub-SD012,ses-02,sub-SD012_ses-02_task-PassiveListen,sub-SD012/ses-02/sub-SD012_ses-02_task-PassiveListen_events.tsv,6,s2301a-ex01,PASSAGE,s2301a,en,BLOCK_DIRECTORY_AND_EVENT_LEXICON,block-01,True,,206,225.492055464,247.687117464,225.392055464,247.9293570513016,PASS,2.842170943040401e-14,22.295061999999998,0.24223958730159012,stimuli/excerpts/Block 1/s2301a-ex01_normed.wav,BUNDLED_BLOCK_AUDIO,1987834,2023-08-18T13:23:50+00:00,44100,1,993895,22.537301587301588,sub-SD012_ses-02_task-PassiveListen__seg-006,sub-SD012,225.392055464,247.9293570513016,train
sub-SD012_ses-02_task-PassiveListen__seg-007,sub-SD012,ses-02,sub-SD012_ses-02_task-PassiveListen,sub-SD012/ses-02/sub-SD012_ses-02_task-PassiveListen_events.tsv,7,s1303a-ex01,PASSAGE,s1303a,en,BLOCK_DIRECTORY_AND_EVENT_LEXICON,block-01,True,,311,258.710866821,292.253374821,258.610866821,292.8268078640839,PASS,1.1368683772161603e-13,33.64250799999997,0.5734330430839307,stimuli/excerpts/Block 1/s1303a-ex01_normed.wav,BUNDLED_BLOCK_AUDIO,3017890,2023-08-18T13:23:48+00:00,44100,1,1508923,34.2159410430839,sub-SD012_ses-02_task-PassiveListen__seg-007,sub-SD012,258.610866821,292.8268078640839,train
sub-SD012_ses-02_task-PassiveListen__seg-010,sub-SD012,ses-02,sub-SD012_ses-02_task-PassiveListen,sub-SD012/ses-02/sub-SD012_ses-02_task-PassiveListen_events.tsv,10,s2102a-ex01,PASSAGE,s2102a,en,BLOCK_DIRECTORY_AND_EVENT_LEXICON,block-01,True,,295,386.102976448,412.98176444800004,386.00297644799997,414.1915478765714,PASS,1.1368683772161603e-13,26.978788000000012,1.2097834285714164,stimuli/excerpts/Block 1/s2102a-ex01_normed.wav,BUNDLED_BLOCK_AUDIO,2486276,2023-08-18T13:23:49+00:00,44100,1,1243116,28.18857142857143,sub-SD012_ses-02_task-PassiveListen__seg-010,sub-SD012,386.00297644799997,414.1915478765714,train
sub-SD012_ses-02_task-PassiveListen__seg-011,sub-SD012,ses-02,sub-SD012_ses-02_task-PassiveListen,sub-SD012/ses-02/sub-SD012_ses-02_task-PassiveListen_events.tsv,11,s3602b-ex01,PASSAGE,s3602b,en,BLOCK_DIRECTORY_AND_EVENT_LEXICON,block-01,True,,318,424.694127685,459.599987685,424.59412768499993,460.2024950319387,PASS,2.2737367544323206e-13,35.00586000000008,0.602507346938701,stimuli/excerpts/Block 1/s3602b-ex01_normed.wav,BUNDLED_BLOCK_AUDIO,3140702,2023-08-18T13:23:50+00:00,44100,1,1570329,35.60836734693878,sub-SD012_ses-02_task-PassiveListen__seg-011,sub-SD012,424.59412768499993,460.2024950319387,train
sub-SD012_ses-02_task-PassiveListen__seg-012,sub-SD012,ses-02,sub-SD012_ses-02_task-PassiveListen,sub-SD012/ses-02/sub-SD012_ses-02_task-PassiveListen_events.tsv,12,s1901b-ex01,PASSAGE,s1901b,en,BLOCK_DIRECTORY_AND_EVENT_LEXICON,block-01,True,,406,470.105549735,506.951005735,470.005549735,507.39316878261906,PASS,1.1368683772161603e-13,36.945456000000014,0.442163047619033,stimuli/excerpts/Block 1/s1901b-ex01_normed.wav,BUNDLED_BLOCK_AUDIO,3297632,2023-08-18T13:23:49+00:00,44100,1,1648794,37.38761904761905,sub-SD012_ses-02_task-PassiveListen__seg-012,sub-SD012,470.005549735,507.39316878261906,train
sub-SD012_ses-02_task-PassiveListen__seg-013,sub-SD012,ses-02,sub-SD012_ses-02_task-PassiveListen,sub-SD012/ses-02/sub-SD012_ses-02_task-PassiveListen_events.tsv,13,s3001b-ex01,PASSAGE,s3001b,en,BLOCK_DIRECTORY_AND_EVENT_LEXICON,block-01,True,,485,518.138704047,566.879051047,518.038704047,567.2215158383832,PASS,1.1368683772161603e-13,48.840346999999994,0.34246479138322883,stimuli/excerpts/Block 1/s3001b-ex01_normed.wav,BUNDLED_BLOCK_AUDIO,4337968,2023-08-18T13:23:50+00:00,44100,1,2168962,49.18281179138322,sub-SD012_ses-02_task-PassiveListen__seg-013,sub-SD012,518.038704047,567.2215158383832,train
sub-SD012_ses-02_task-PassiveListen__seg-016,sub-SD012,ses-02,sub-SD012_ses-02_task-PassiveListen,sub-SD012/ses-02/sub-SD012_ses-02_task-PassiveListen_events.tsv,16,s3602b-ex02,PASSAGE,s3602b,en,BLOCK_DIRECTORY_AND_EVENT_LEXICON,block-02,True,,288,664.215727374,696.350628374,664.115727374,697.0147296415737,PASS,1.1368683772161603e-13,32.23490099999999,0.664101267573713,stimuli/excerpts/Block 2/s3602b-ex02_normed.wav,BUNDLED_BLOCK_AUDIO,2901736,2023-08-18T13:23:54+00:00,44100,1,1450846,32.8990022675737,sub-SD012_ses-02_task-PassiveListen__seg-016,sub-SD012,664.115727374,697.0147296415737,train
sub-SD012_ses-02_task-PassiveListen__seg-017,sub-SD012,ses-02,sub-SD012_ses-02_task-PassiveListen,sub-SD012/ses-02/sub-SD012_ses-02_task-PassiveListen_events.tsv,17,s3903b-ex01,PASSAGE,s3903b,en,BLOCK_DIRECTORY_AND_EVENT_LEXICON,block-02,True,,301,707.349000718,733.074326718,707.249000718,733.5019485638051,PASS,1.1368683772161603e-13,25.825326000000008,0.42762184580498186,stimuli/excerpts/Block 2/s3903b-ex01_normed.wav,BUNDLED_BLOCK_AUDIO,2315554,2023-08-18T13:23:54+00:00,44100,1,1157755,26.25294784580499,sub-SD012_ses-02_task-PassiveListen__seg-017,sub-SD012,707.249000718,733.5019485638051,train
sub-SD012_ses-02_task-PassiveListen__seg-018,sub-SD012,ses-02,sub-SD012_ses-02_task-PassiveListen,sub-SD012/ses-02/sub-SD012_ses-02_task-PassiveListen_events.tsv,18,s1201a-ex01,PASSAGE,s1201a,en,BLOCK_DIRECTORY_AND_EVENT_LEXICON,block-02,True,,437,745.684401725,779.2476437250001,745.584401725,780.1413405005102,PASS,1.1368683772161603e-13,33.66324200000006,0.8936967755101435,stimuli/excerpts/Block 2/s1201a-ex01_normed.wav,BUNDLED_BLOCK_AUDIO,3047966,2023-08-18T13:23:52+00:00,44100,1,1523961,34.556938775510204,sub-SD012_ses-02_task-PassiveListen__seg-018,sub-SD012,745.584401725,780.1413405005102,train
sub-SD012_ses-02_task-PassiveListen__seg-019,sub-SD012,ses-02,sub-SD012_ses-02_task-PassiveListen,sub-SD012/ses-02/sub-SD012_ses-02_task-PassiveListen_events.tsv,19,s2202b-ex02,PASSAGE,s2202b,en,BLOCK_DIRECTORY_AND_EVENT_LEXICON,block-02,True,,444,789.051963447,842.980849447,788.951963447,843.4793330615125,PASS,1.1368683772161603e-13,54.02888599999992,0.4984836145125513,stimuli/excerpts/Block 2/s2202b-ex02_normed.wav,BUNDLED_BLOCK_AUDIO,4809358,2023-08-18T13:23:53+00:00,44100,1,2404657,54.52736961451247,sub-SD012_ses-02_task-PassiveListen__seg-019,sub-SD012,788.951963447,843.4793330615125,train
sub-SD012_ses-02_task-PassiveListen__seg-020,sub-SD012,ses-02,sub-SD012_ses-02_task-PassiveListen,sub-SD012/ses-02/sub-SD012_ses-02_task-PassiveListen_events.tsv,20,s0703b-ex01,PASSAGE,s0703b,en,BLOCK_DIRECTORY_AND_EVENT_LEXICON,block-02,True,,419,855.624725854,894.136010854,855.524725854,894.5594197315511,PASS,1.1368683772161603e-13,38.611285,0.42340887755101875,stimuli/excerpts/Block 2/s0703b-ex01_normed.wav,BUNDLED_BLOCK_AUDIO,3442904,2023-08-18T13:23:52+00:00,44100,1,1721430,39.03469387755102,sub-SD012_ses-02_task-PassiveListen__seg-020,sub-SD012,855.524725854,894.5594197315511,train
sub-SD012_ses-02_task-PassiveListen__seg-021,sub-SD012,ses-02,sub-SD012_ses-02_task-PassiveListen,sub-SD012/ses-02/sub-SD012_ses-02_task-PassiveListen_events.tsv,21,s2102a-ex02,PASSAGE,s2102a,en,BLOCK_DIRECTORY_AND_EVENT_LEXICON,block-02,True,,373,904.630053568,940.473749568,904.530053568,940.8974912097233,PASS,2.2737367544323206e-13,35.943696000000024,0.42374164172333195,stimuli/excerpts/Block 2/s2102a-ex02_normed.wav,BUNDLED_BLOCK_AUDIO,3207652,2023-08-18T13:23:53+00:00,44100,1,1603804,36.367437641723356,sub-SD012_ses-02_task-PassiveListen__seg-021,sub-SD012,904.530053568,940.8974912097233,train
sub-SD012_ses-02_task-PassiveListen__seg-022,sub-SD012,ses-02,sub-SD012_ses-02_task-PassiveListen,sub-SD012/ses-02/sub-SD012_ses-02_task-PassiveListen_events.tsv,22,s4003b-ex01,PASSAGE,s4003b,en,BLOCK_DIRECTORY_AND_EVENT_LEXICON,block-02,True,,305,948.948739966,973.870051966,948.848739966,974.2426855442313,PASS,1.1368683772161603e-13,25.021312,0.37263357823129084,stimuli/excerpts/Block 2/s4003b-ex01_normed.wav,BUNDLED_BLOCK_AUDIO,2239790,2023-08-18T13:23:55+00:00,44100,1,1119873,25.393945578231293,sub-SD012_ses-02_task-PassiveListen__seg-022,sub-SD012,948.848739966,974.2426855442313,train
sub-SD012_ses-02_task-PassiveListen__seg-023,sub-SD012,ses-02,sub-SD012_ses-02_task-PassiveListen,sub-SD012/ses-02/sub-SD012_ses-02_task-PassiveListen_events.tsv,23,s3301a-ex01,PASSAGE,s3301a,en,BLOCK_DIRECTORY_AND_EVENT_LEXICON,block-02,True,,255,988.502088266,1013.339552266,988.4020882660001,1013.9862152501271,PASS,2.2737367544323206e-13,24.937463999999952,0.6466629841270333,stimuli/excerpts/Block 2/s3301a-ex01_normed.wav,BUNDLED_BLOCK_AUDIO,2256564,2023-08-18T13:23:54+00:00,44100,1,1128260,25.584126984126986,sub-SD012_ses-02_task-PassiveListen__seg-023,sub-SD012,988.4020882660001,1013.9862152501271,train
sub-SD012_ses-02_task-PassiveListen__seg-024,sub-SD012,ses-02,sub-SD012_ses-02_task-PassiveListen,sub-SD012/ses-02/sub-SD012_ses-02_task-PassiveListen_events.tsv,24,s1501a-ex01,PASSAGE,s1501a,en,BLOCK_DIRECTORY_AND_EVENT_LEXICON,block-03,True,,404,1027.36169699,1070.00570099,1027.26169699,1070.4001323641496,PASS,2.2737367544323206e-13,42.74400400000002,0.39443137414964013,stimuli/excerpts/Block 3/s1501a-ex01_normed.wav,BUNDLED_BLOCK_AUDIO,3804854,2023-08-18T13:23:56+00:00,44100,1,1902405,43.13843537414966,sub-SD012_ses-02_task-PassiveListen__seg-024,sub-SD012,1027.26169699,1070.4001323641496,validation
sub-SD012_ses-02_task-PassiveListen__seg-025,sub-SD012,ses-02,sub-SD012_ses-02_task-PassiveListen,sub-SD012/ses-02/sub-SD012_ses-02_task-PassiveListen_events.tsv,25,s3301a-ex02,PASSAGE,s3301a,en,BLOCK_DIRECTORY_AND_EVENT_LEXICON,block-03,True,,406,1081.01690957,1117.8048875700001,1080.91690957,1118.1549141051473,PASS,2.2737367544323206e-13,36.88797800000001,0.3500265351473786,stimuli/excerpts/Block 3/s3301a-ex02_normed.wav,BUNDLED_BLOCK_AUDIO,3284436,2023-08-18T13:23:57+00:00,44100,1,1642196,37.23800453514739,sub-SD012_ses-02_task-PassiveListen__seg-025,sub-SD012,1080.91690957,1118.1549141051473,validation
sub-SD012_ses-02_task-PassiveListen__seg-026,sub-SD012,ses-02,sub-SD012_ses-02_task-PassiveListen,sub-SD012/ses-02/sub-SD012_ses-02_task-PassiveListen_events.tsv,26,s1303a-ex02,PASSAGE,s1303a,en,BLOCK_DIRECTORY_AND_EVENT_LEXICON,block-03,True,,211,1129.31781342,1158.08934842,1129.21781342,1158.5628701093424,PASS,2.2737367544323206e-13,28.871535000000033,0.4735216893423697,stimuli/excerpts/Block 3/s1303a-ex02_normed.wav,BUNDLED_BLOCK_AUDIO,2588278,2023-08-18T13:23:56+00:00,44100,1,1294117,29.345056689342403,sub-SD012_ses-02_task-PassiveListen__seg-026,sub-SD012,1129.21781342,1158.5628701093424,validation
sub-SD012_ses-02_task-PassiveListen__seg-027,sub-SD012,ses-02,sub-SD012_ses-02_task-PassiveListen,sub-SD012/ses-02/sub-SD012_ses-02_task-PassiveListen_events.tsv,27,s1001a-ex01,PASSAGE,s1001a,en,BLOCK_DIRECTORY_AND_EVENT_LEXICON,block-03,True,,541,1170.47300262,1211.63934162,1170.37300262,1212.0443178127439,PASS,2.2737367544323206e-13,41.266339,0.40497619274376007,stimuli/excerpts/Block 3/s1001a-ex01_normed.wav,BUNDLED_BLOCK_AUDIO,3675454,2023-08-18T13:23:55+00:00,44100,1,1837705,41.67131519274376,sub-SD012_ses-02_task-PassiveListen__seg-027,sub-SD012,1170.37300262,1212.0443178127439,validation
sub-SD012_ses-02_task-PassiveListen__seg-028,sub-SD012,ses-02,sub-SD012_ses-02_task-PassiveListen,sub-SD012/ses-02/sub-SD012_ses-02_task-PassiveListen_events.tsv,28,s3201a-ex01,PASSAGE,s3201a,en,BLOCK_DIRECTORY_AND_EVENT_LEXICON,block-03,True,,1105,1220.04953221,1296.1312332100001,1219.94953221,1297.0393508041043,PASS,2.2737367544323206e-13,76.18170099999998,0.9081175941043398,stimuli/excerpts/Block 3/s3201a-ex01_normed.wav,BUNDLED_BLOCK_AUDIO,6799366,2023-08-18T13:23:57+00:00,44100,1,3399661,77.08981859410432,sub-SD012_ses-02_task-PassiveListen__seg-028,sub-SD012,1219.94953221,1297.0393508041043,validation
sub-SD012_ses-02_task-PassiveListen__seg-029,sub-SD012,ses-02,sub-SD012_ses-02_task-PassiveListen,sub-SD012/ses-02/sub-SD012_ses-02_task-PassiveListen_events.tsv,29,s3703b-ex01,PASSAGE,s3703b,en,BLOCK_DIRECTORY_AND_EVENT_LEXICON,block-03,True,,408,1314.77540414,1349.10323214,1314.67540414,1350.047150171746,PASS,2.2737367544323206e-13,34.42782800000001,0.9439180317460227,stimuli/excerpts/Block 3/s3703b-ex01_normed.wav,BUNDLED_BLOCK_AUDIO,3119832,2023-08-18T13:23:57+00:00,44100,1,1559894,35.371746031746035,sub-SD012_ses-02_task-PassiveListen__seg-029,sub-SD012,1314.67540414,1350.047150171746,validation
sub-SD012_ses-02_task-PassiveListen__seg-030,sub-SD012,ses-02,sub-SD012_ses-02_task-PassiveListen,sub-SD012/ses-02/sub-SD012_ses-02_task-PassiveListen_events.tsv,30,s1401a-ex02,PASSAGE,s1401a,en,BLOCK_DIRECTORY_AND_EVENT_LEXICON,block-03,True,,434,1365.25557882,1401.41582882,1365.15557882,1401.738005123855,PASS,2.2737367544323206e-13,36.26025000000001,0.3221763038548602,stimuli/excerpts/Block 3/s1401a-ex02_normed.wav,BUNDLED_BLOCK_AUDIO,3226614,2023-08-18T13:23:56+00:00,44100,1,1613285,36.582426303854874,sub-SD012_ses-02_task-PassiveListen__seg-030,sub-SD012,1365.15557882,1401.738005123855,validation
sub-SD012_ses-02_task-PassiveListen__seg-031,sub-SD012,ses-02,sub-SD012_ses-02_task-PassiveListen,sub-SD012/ses-02/sub-SD012_ses-02_task-PassiveListen_events.tsv,31,s3903b-ex02,PASSAGE,s3903b,en,BLOCK_DIRECTORY_AND_EVENT_LEXICON,block-03,True,,325,1421.8627924,1454.4187334,1421.7627924,1454.6995497696146,PASS,2.2737367544323206e-13,32.65594099999999,0.28081636961452006,stimuli/excerpts/Block 3/s3903b-ex02_normed.wav,BUNDLED_BLOCK_AUDIO,2905066,2023-08-18T13:23:58+00:00,44100,1,1452511,32.93675736961451,sub-SD012_ses-02_task-PassiveListen__seg-031,sub-SD012,1421.7627924,1454.6995497696146,validation
sub-SD012_ses-02_task-PassiveListen__seg-036,sub-SD012,ses-02,sub-SD012_ses-02_task-PassiveListen,sub-SD012/ses-02/sub-SD012_ses-02_task-PassiveListen_events.tsv,36,s3902a-ex01,PASSAGE,s3902a,en,BLOCK_DIRECTORY_AND_EVENT_LEXICON,block-04,True,,312,1607.06318478,1638.1825057800002,1606.9631847800001,1638.516812897914,PASS,2.2737367544323206e-13,31.21932099999996,0.3343071179138697,stimuli/excerpts/Block 4/s3902a-ex01_normed.wav,BUNDLED_BLOCK_AUDIO,2783074,2023-08-18T13:24:01+00:00,44100,1,1391515,31.55362811791383,sub-SD012_ses-02_task-PassiveListen__seg-036,sub-SD012,1606.9631847800001,1638.516812897914,test
sub-SD012_ses-02_task-PassiveListen__seg-037,sub-SD012,ses-02,sub-SD012_ses-02_task-PassiveListen,sub-SD012/ses-02/sub-SD012_ses-02_task-PassiveListen_events.tsv,37,s2102a-ex03,PASSAGE,s2102a,en,BLOCK_DIRECTORY_AND_EVENT_LEXICON,block-04,True,,346,1651.80496168,1695.99804468,1651.70496168,1696.9780909317008,PASS,4.547473508864641e-13,44.29308300000003,0.9800462517006494,stimuli/excerpts/Block 4/s2102a-ex03_normed.wav,BUNDLED_BLOCK_AUDIO,3993134,2023-08-18T13:23:59+00:00,44100,1,1996545,45.27312925170068,sub-SD012_ses-02_task-PassiveListen__seg-037,sub-SD012,1651.70496168,1696.9780909317008,test
sub-SD012_ses-02_task-PassiveListen__seg-038,sub-SD012,ses-02,sub-SD012_ses-02_task-PassiveListen,sub-SD012/ses-02/sub-SD012_ses-02_task-PassiveListen_events.tsv,38,s1604a-ex01,PASSAGE,s1604a,en,BLOCK_DIRECTORY_AND_EVENT_LEXICON,block-04,True,,539,1703.45101982,1749.66670782,1703.35101982,1749.7146479379137,PASS,2.2737367544323206e-13,46.315688,0.047940117913832125,stimuli/excerpts/Block 4/s1604a-ex01_normed.wav,BUNDLED_BLOCK_AUDIO,4089316,2023-08-18T13:23:59+00:00,44100,1,2044636,46.363628117913834,sub-SD012_ses-02_task-PassiveListen__seg-038,sub-SD012,1703.35101982,1749.7146479379137,test
sub-SD012_ses-02_task-PassiveListen__seg-039,sub-SD012,ses-02,sub-SD012_ses-02_task-PassiveListen,sub-SD012/ses-02/sub-SD012_ses-02_task-PassiveListen_events.tsv,39,s0202b-ex01,PASSAGE,s0202b,en,BLOCK_DIRECTORY_AND_EVENT_LEXICON,block-04,True,,671,1760.6041715,1817.1591715,1760.5041715,1817.4221080079365,PASS,2.2737367544323206e-13,56.654999999999994,0.2629365079365158,stimuli/excerpts/Block 4/s0202b-ex01_normed.wav,BUNDLED_BLOCK_AUDIO,5020206,2023-08-18T13:23:58+00:00,44100,1,2510081,56.91793650793651,sub-SD012_ses-02_task-PassiveListen__seg-039,sub-SD012,1760.5041715,1817.4221080079365,test
sub-SD012_ses-02_task-PassiveListen__seg-040,sub-SD012,ses-02,sub-SD012_ses-02_task-PassiveListen,sub-SD012/ses-02/sub-SD012_ses-02_task-PassiveListen_events.tsv,40,s3102b-ex01,PASSAGE,s3102b,en,BLOCK_DIRECTORY_AND_EVENT_LEXICON,block-04,True,,159,1828.86835415,1848.58968415,1828.76835415,1849.5702362361678,PASS,2.2737367544323206e-13,19.82133,0.9805520861678012,stimuli/excerpts/Block 4/s3102b-ex01_normed.wav,BUNDLED_BLOCK_AUDIO,1834770,2023-08-18T13:24:00+00:00,44100,1,917363,20.8018820861678,sub-SD012_ses-02_task-PassiveListen__seg-040,sub-SD012,1828.76835415,1849.5702362361678,test
sub-SD012_ses-02_task-PassiveListen__seg-041,sub-SD012,ses-02,sub-SD012_ses-02_task-PassiveListen,sub-SD012/ses-02/sub-SD012_ses-02_task-PassiveListen_events.tsv,41,s2801a-ex01,PASSAGE,s2801a,en,BLOCK_DIRECTORY_AND_EVENT_LEXICON,block-04,True,,743,1858.43054876,1918.72547176,1858.33054876,1919.2583718892517,PASS,2.2737367544323206e-13,60.39492300000001,0.5329001292516864,stimuli/excerpts/Block 4/s2801a-ex01_normed.wav,BUNDLED_BLOCK_AUDIO,5373878,2023-08-18T13:24:00+00:00,44100,1,2686917,60.9278231292517,sub-SD012_ses-02_task-PassiveListen__seg-041,sub-SD012,1858.33054876,1919.2583718892517,test
sub-SD012_ses-02_task-PassiveListen__seg-042,sub-SD012,ses-02,sub-SD012_ses-02_task-PassiveListen,sub-SD012/ses-02/sub-SD012_ses-02_task-PassiveListen_events.tsv,42,s3802a-ex01,PASSAGE,s3802a,en,BLOCK_DIRECTORY_AND_EVENT_LEXICON,block-04,True,,362,1928.61665751,1962.45266751,1928.51665751,1963.1928479861904,PASS,2.2737367544323206e-13,33.936010000000046,0.7401804761904316,stimuli/excerpts/Block 4/s3802a-ex01_normed.wav,BUNDLED_BLOCK_AUDIO,3058484,2023-08-18T13:24:00+00:00,44100,1,1529220,34.67619047619048,sub-SD012_ses-02_task-PassiveListen__seg-042,sub-SD012,1928.51665751,1963.1928479861904,test
sub-SD012_ses-02_task-PassiveListen__seg-043,sub-SD012,ses-02,sub-SD012_ses-02_task-PassiveListen,sub-SD012/ses-02/sub-SD012_ses-02_task-PassiveListen_events.tsv,43,s0702a-ex01,PASSAGE,s0702a,en,BLOCK_DIRECTORY_AND_EVENT_LEXICON,block-04,True,,370,1975.59126138,2003.76611538,1975.49126138,2005.9535062779591,PASS,2.2737367544323206e-13,28.274854000000005,2.1873908979591796,stimuli/excerpts/Block 4/s0702a-ex01_normed.wav,BUNDLED_BLOCK_AUDIO,2686814,2023-08-18T13:23:59+00:00,44100,1,1343385,30.462244897959184,sub-SD012_ses-02_task-PassiveListen__seg-043,sub-SD012,1975.49126138,2005.9535062779591,test
sub-SD012_ses-02_task-PassiveListen__seg-044,sub-SD012,ses-02,sub-SD012_ses-02_task-PassiveListen,sub-SD012/ses-02/sub-SD012_ses-02_task-PassiveListen_events.tsv,44,s1401b-ex01,PASSAGE,s1401b,en,BLOCK_DIRECTORY_AND_EVENT_LEXICON,block-05,True,,664,2029.87595648,2083.8550284800003,2029.77595648,2084.2128272282994,PASS,4.547473508864641e-13,54.079072000000004,0.35779874829931657,stimuli/excerpts/Block 5/s1401b-ex01_normed.wav,BUNDLED_BLOCK_AUDIO,4801376,2023-08-18T13:24:03+00:00,44100,1,2400666,54.43687074829932,sub-SD012_ses-02_task-PassiveListen__seg-044,sub-SD012,2029.77595648,2084.2128272282994,train
sub-SD012_ses-02_task-PassiveListen__seg-045,sub-SD012,ses-02,sub-SD012_ses-02_task-PassiveListen,sub-SD012/ses-02/sub-SD012_ses-02_task-PassiveListen_events.tsv,45,s0802b-ex01,PASSAGE,s0802b,en,BLOCK_DIRECTORY_AND_EVENT_LEXICON,block-05,True,,328,2091.7347221,2120.9028131,2091.6347221,2121.6279647303854,PASS,4.547473508864641e-13,29.268091000000013,0.7251516303854757,stimuli/excerpts/Block 5/s0802b-ex01_normed.wav,BUNDLED_BLOCK_AUDIO,2645448,2023-08-18T13:24:02+00:00,44100,1,1322702,29.993242630385488,sub-SD012_ses-02_task-PassiveListen__seg-045,sub-SD012,2091.6347221,2121.6279647303854,train
